Source,Target,Weight,freqT1,freqT2,times,timesT1,timesT2
995,1179,1,0,0,6,NULL,NULL
269,2273,4,2,2,118,58,27
1436,2289,1,0,1,17,NULL,12
258,1401,1,0,0,6,NULL,NULL
664,1255,1,0,0,6,NULL,NULL
553,875,1,0,0,6,NULL,NULL
1998,147,1,0,0,8,NULL,NULL
1437,252,1,0,0,14,NULL,NULL
1813,1899,3,0,0,20,NULL,NULL
2134,391,1,0,0,6,NULL,NULL
1983,2104,3,1,2,50,23,17
841,2253,2,0,0,17,NULL,NULL
1435,1014,1,0,0,6,NULL,NULL
2067,439,1,0,0,6,NULL,NULL
1794,585,1,0,0,7,NULL,NULL
858,138,4,4,3,177,90,59
1708,1781,1,1,0,15,10,NULL
849,256,31,13,19,622,192,263
2108,248,3,0,2,56,NULL,16
255,264,1,0,0,6,NULL,NULL
1845,1783,1,0,0,6,NULL,NULL
65,908,1,0,1,7,NULL,6
230,1024,2,0,1,17,NULL,6
1174,868,38,18,17,714,271,310
233,1431,2,0,1,20,NULL,6
1738,1013,2,0,0,15,NULL,NULL
2070,580,2,1,0,13,6,NULL
246,651,1,0,0,6,NULL,NULL
2256,229,2,0,0,12,NULL,NULL
1212,1976,1,0,0,14,NULL,NULL
665,850,1,1,1,27,7,19
261,1442,1,0,0,8,NULL,NULL
1016,612,1,0,0,8,NULL,NULL
999,2280,1,0,0,6,NULL,NULL
641,569,1,1,1,17,7,7
546,131,1,0,0,6,NULL,NULL
2048,1590,2,1,0,12,6,NULL
1509,270,1,0,0,7,NULL,NULL
612,1204,1,0,0,6,NULL,NULL
1481,1702,2,1,0,27,7,NULL
2023,2032,1,0,0,6,NULL,NULL
269,1858,1,0,0,6,NULL,NULL
1146,1490,1,0,0,6,NULL,NULL
115,2119,3,0,0,22,NULL,NULL
2270,2058,2,1,0,18,6,NULL
77,1844,1,0,0,6,NULL,NULL
1159,1205,1,0,0,6,NULL,NULL
1580,327,1,0,0,7,NULL,NULL
1451,246,6,3,5,120,50,54
848,664,1,0,0,6,NULL,NULL
1461,138,1,0,0,6,NULL,NULL
832,227,1,0,1,6,NULL,6
687,2070,1,0,0,7,NULL,NULL
232,2257,1,0,0,8,NULL,NULL
420,1977,1,0,0,6,NULL,NULL
248,725,3,0,3,18,NULL,18
1218,1136,1,0,0,7,NULL,NULL
343,353,1,0,1,6,NULL,6
269,2253,2,0,1,23,NULL,6
1451,1451,22,22,16,1412,739,615
2270,641,2,0,0,13,NULL,NULL
902,1791,1,0,0,6,NULL,NULL
248,2142,1,0,0,6,NULL,NULL
1783,635,1,0,1,10,NULL,9
2005,2096,1,0,0,8,NULL,NULL
610,543,1,1,0,9,8,NULL
1204,1142,1,0,0,6,NULL,NULL
960,1449,5,0,1,37,NULL,9
1849,2303,1,0,0,6,NULL,NULL
138,624,5,0,0,39,NULL,NULL
1731,1551,1,0,0,7,NULL,NULL
580,902,1,0,1,7,NULL,6
1248,1567,1,0,0,6,NULL,NULL
346,1490,1,0,0,6,NULL,NULL
1750,346,1,0,0,6,NULL,NULL
1173,409,1,0,0,6,NULL,NULL
2265,655,1,0,0,6,NULL,NULL
336,1023,1,0,1,11,NULL,8
838,703,3,0,3,21,NULL,21
953,1214,2,0,0,14,NULL,NULL
1296,557,1,0,1,6,NULL,6
621,38,4,2,2,61,17,18
1162,1460,1,0,0,6,NULL,NULL
703,2252,1,0,0,6,NULL,NULL
1977,542,4,2,1,36,17,6
2037,2037,12,10,12,808,335,323
1583,322,1,0,1,7,NULL,6
946,338,1,0,0,6,NULL,NULL
1972,665,2,0,0,13,NULL,NULL
277,917,1,0,1,6,NULL,6
2259,1426,1,0,0,7,NULL,NULL
1501,77,1,0,0,6,NULL,NULL
321,558,1,0,1,6,NULL,6
1783,1745,1,0,0,6,NULL,NULL
1492,2084,1,0,0,6,NULL,NULL
1786,1494,1,0,0,6,NULL,NULL
353,1461,1,0,0,10,NULL,NULL
1461,959,2,1,0,14,8,NULL
822,847,1,1,0,23,19,NULL
694,1460,1,0,0,6,NULL,NULL
832,836,1,1,1,96,75,17
2008,2271,2,0,0,16,NULL,NULL
904,1461,1,0,0,6,NULL,NULL
866,299,1,1,0,9,6,NULL
281,836,1,0,1,10,NULL,6
1450,980,1,0,0,6,NULL,NULL
1453,337,1,0,1,6,NULL,6
960,66,3,0,0,20,NULL,NULL
1457,2271,1,0,0,6,NULL,NULL
658,1030,1,0,0,6,NULL,NULL
1881,1431,1,1,1,23,13,6
1030,1739,1,0,0,7,NULL,NULL
1217,264,1,0,0,6,NULL,NULL
1447,2070,1,0,0,6,NULL,NULL
655,2120,1,0,0,6,NULL,NULL
1243,101,2,0,0,14,NULL,NULL
1202,1809,1,0,1,6,NULL,6
1580,1177,3,1,3,43,8,28
261,2269,1,0,0,6,NULL,NULL
1033,1880,9,7,5,240,104,115
1301,251,1,0,0,7,NULL,NULL
2272,1516,2,2,1,60,28,22
533,533,10,2,2,281,163,22
2092,635,1,0,0,7,NULL,NULL
1157,561,1,0,1,8,NULL,6
2272,1539,2,2,1,49,27,13
1293,1804,1,1,0,7,6,NULL
261,849,1,0,0,6,NULL,NULL
1392,1454,1,1,0,6,6,NULL
49,2288,1,0,0,6,NULL,NULL
1447,261,5,2,4,129,12,87
1703,80,1,1,1,22,12,10
621,1429,2,1,0,16,8,NULL
1273,240,1,1,0,24,18,NULL
2142,1156,1,0,0,6,NULL,NULL
1825,227,2,0,2,19,NULL,18
481,874,1,0,0,6,NULL,NULL
1163,239,1,0,0,7,NULL,NULL
2297,1174,3,2,1,43,13,21
1547,1518,1,1,0,6,6,NULL
868,1455,42,21,17,760,306,268
2273,106,27,10,9,455,158,131
842,1203,1,1,0,14,9,NULL
1845,1814,1,0,0,6,NULL,NULL
79,1437,1,0,0,6,NULL,NULL
67,2281,1,0,0,6,NULL,NULL
1002,520,4,3,0,28,19,NULL
1671,2008,2,1,0,15,8,NULL
2287,1179,3,2,3,54,21,21
915,1838,2,1,0,13,6,NULL
1743,2026,1,0,1,6,NULL,6
2017,656,1,0,0,6,NULL,NULL
65,1523,1,0,0,8,NULL,NULL
580,2121,6,0,2,62,NULL,18
105,429,2,1,0,12,6,NULL
2270,1565,16,10,5,352,165,69
1600,1556,1,0,0,6,NULL,NULL
1845,1216,1,0,0,6,NULL,NULL
2244,1159,1,0,0,6,NULL,NULL
868,848,1,1,0,6,6,NULL
555,651,1,0,0,6,NULL,NULL
718,321,1,0,1,14,NULL,9
252,28,1,0,0,15,NULL,NULL
2014,1746,1,0,1,7,NULL,6
1325,712,1,0,0,6,NULL,NULL
2135,1122,1,1,0,13,13,NULL
1814,1296,1,0,0,7,NULL,NULL
2066,1826,2,0,0,13,NULL,NULL
569,1163,67,19,37,986,273,439
252,449,1,0,0,6,NULL,NULL
1437,1886,1,1,0,8,8,NULL
621,2242,2,1,1,12,6,6
2128,37,1,0,0,6,NULL,NULL
1382,2112,6,0,6,100,NULL,96
429,402,1,1,0,35,30,NULL
583,1661,1,0,0,6,NULL,NULL
704,2242,1,1,0,6,6,NULL
554,295,1,0,0,7,NULL,NULL
17,1783,1,0,0,6,NULL,NULL
2280,1560,1,0,0,7,NULL,NULL
419,613,1,0,0,6,NULL,NULL
2252,550,4,2,0,47,22,NULL
1567,2269,1,0,0,8,NULL,NULL
337,2014,1,0,0,6,NULL,NULL
2294,37,1,0,0,6,NULL,NULL
2139,1433,1,0,0,6,NULL,NULL
526,2096,2,0,2,24,NULL,18
1217,2076,10,2,2,168,48,52
1145,830,1,0,0,6,NULL,NULL
2103,1401,1,0,0,6,NULL,NULL
28,2134,1,0,1,7,NULL,7
60,1826,3,1,0,40,20,NULL
296,296,90,89,50,3676,2004,1397
409,249,1,0,0,6,NULL,NULL
664,290,1,0,0,6,NULL,NULL
2023,340,1,0,0,6,NULL,NULL
556,847,1,1,0,15,14,NULL
391,233,1,0,0,7,NULL,NULL
1731,2109,1,1,0,6,6,NULL
2007,2287,3,1,0,26,7,NULL
1143,1560,1,0,0,6,NULL,NULL
1422,1487,1,0,0,6,NULL,NULL
262,1720,1,1,0,7,7,NULL
972,664,1,0,0,7,NULL,NULL
725,1454,1,0,1,7,NULL,6
294,419,2,1,0,14,7,NULL
1437,1754,1,0,0,6,NULL,NULL
1783,1845,1,0,0,6,NULL,NULL
2146,336,3,1,1,29,7,8
1176,2052,2,0,0,14,NULL,NULL
1977,1014,1,0,1,10,NULL,7
1325,995,2,0,0,14,NULL,NULL
1290,1551,1,0,1,9,NULL,7
1998,1174,1,0,0,6,NULL,NULL
1809,1490,8,4,7,399,167,196
16,2265,3,1,0,21,6,NULL
1167,2021,1,0,0,6,NULL,NULL
345,100,1,1,0,13,10,NULL
611,1325,10,3,5,144,46,53
853,449,4,1,0,32,6,NULL
1205,1815,1,0,0,6,NULL,NULL
613,65,2,0,2,14,NULL,13
967,967,51,31,27,1038,386,364
725,2058,2,0,0,13,NULL,NULL
2020,665,1,1,0,7,6,NULL
1137,1301,1,0,0,6,NULL,NULL
17,2066,1,0,0,6,NULL,NULL
1729,1216,1,0,1,7,NULL,7
2299,2032,1,0,0,6,NULL,NULL
568,2066,1,0,0,6,NULL,NULL
2264,384,1,0,0,6,NULL,NULL
3,343,8,4,3,170,80,48
2254,1414,1,0,0,6,NULL,NULL
1000,68,1,0,0,6,NULL,NULL
67,546,1,0,0,6,NULL,NULL
1671,2271,8,1,1,118,44,24
1899,711,1,0,0,7,NULL,NULL
90,239,1,0,0,6,NULL,NULL
1406,1024,1,0,0,6,NULL,NULL
873,2245,1,0,0,7,NULL,NULL
1243,590,1,1,0,6,6,NULL
90,262,1,0,0,6,NULL,NULL
392,85,1,0,0,13,NULL,NULL
848,1167,1,0,1,7,NULL,6
86,1545,7,1,4,90,19,35
1735,2291,2,0,0,16,NULL,NULL
1824,921,3,0,1,18,NULL,6
1151,582,1,0,0,6,NULL,NULL
1409,959,7,0,0,53,NULL,NULL
1401,543,1,0,0,6,NULL,NULL
556,921,1,0,0,6,NULL,NULL
2152,1414,5,2,0,63,33,NULL
2297,2270,1,0,0,7,NULL,NULL
1555,385,26,11,7,443,178,150
393,49,1,0,0,6,NULL,NULL
589,1413,1,0,0,6,NULL,NULL
353,1535,5,0,1,32,NULL,6
1567,328,1,1,0,8,7,NULL
289,98,1,0,0,6,NULL,NULL
580,1382,1,0,1,6,NULL,6
1978,2000,1,0,1,6,NULL,6
2021,2092,1,1,1,19,10,9
2007,1783,2,0,0,14,NULL,NULL
2291,1590,1,0,1,6,NULL,6
1431,682,1,0,0,6,NULL,NULL
293,1437,2,0,0,14,NULL,NULL
1446,1788,2,2,1,77,31,30
251,1163,1,0,1,15,NULL,6
2066,2089,1,0,0,6,NULL,NULL
2287,283,1,0,0,6,NULL,NULL
1899,1710,1,0,0,6,NULL,NULL
1136,1291,1,0,0,6,NULL,NULL
2278,2290,2,0,1,15,NULL,6
262,2301,1,0,1,6,NULL,6
293,17,2,0,0,15,NULL,NULL
2032,2048,1,0,1,6,NULL,6
1232,611,1,0,0,6,NULL,NULL
590,564,1,0,0,6,NULL,NULL
4,2139,1,0,0,6,NULL,NULL
520,1304,1,0,0,7,NULL,NULL
2244,420,2,1,0,14,6,NULL
988,520,3,0,0,19,NULL,NULL
1176,2032,5,0,0,36,NULL,NULL
1813,1177,9,1,1,64,6,8
385,838,3,0,1,25,NULL,10
77,1122,1,1,0,6,6,NULL
1565,1167,1,0,0,6,NULL,NULL
2149,248,1,0,0,8,NULL,NULL
1978,583,1,0,0,7,NULL,NULL
563,563,35,31,18,1176,698,316
4,1721,1,0,0,6,NULL,NULL
2146,946,14,9,8,501,240,193
1580,43,3,0,1,23,NULL,9
904,1558,1,0,1,18,NULL,14
1014,1167,1,0,0,6,NULL,NULL
2021,2069,1,0,0,7,NULL,NULL
557,2110,1,0,0,6,NULL,NULL
104,1143,1,0,0,6,NULL,NULL
1177,1598,2,1,2,119,33,64
2288,1870,2,0,0,18,NULL,NULL
645,1781,2,0,0,13,NULL,NULL
2120,1507,10,6,4,261,117,63
1274,908,1,0,0,7,NULL,NULL
17,1436,1,0,0,6,NULL,NULL
1509,1801,3,0,0,20,NULL,NULL
337,285,1,0,0,8,NULL,NULL
1497,255,4,0,0,28,NULL,NULL
2085,1482,1,0,1,7,NULL,6
2289,1436,1,0,1,17,NULL,12
874,1788,5,0,2,88,NULL,26
1433,49,1,0,0,7,NULL,NULL
2161,1024,1,0,0,6,NULL,NULL
17,2252,1,0,0,6,NULL,NULL
2026,346,2,1,0,25,15,NULL
520,2120,1,1,0,11,7,NULL
965,1022,1,0,1,7,NULL,7
20,1162,1,0,0,6,NULL,NULL
1883,457,1,1,0,16,16,NULL
267,2021,2,2,0,30,22,NULL
1848,17,1,0,0,6,NULL,NULL
343,959,1,0,1,10,NULL,6
1248,679,3,0,0,21,NULL,NULL
2096,230,2,0,0,13,NULL,NULL
143,1290,1,0,0,6,NULL,NULL
105,2120,2,1,0,14,6,NULL
853,1671,8,3,1,326,137,110
2265,966,1,0,0,7,NULL,NULL
1226,277,1,0,1,6,NULL,6
712,665,1,0,0,6,NULL,NULL
651,457,1,0,0,6,NULL,NULL
1978,322,1,0,1,6,NULL,6
449,1868,1,1,0,7,7,NULL
2052,2149,1,0,0,6,NULL,NULL
2076,1820,1,0,1,6,NULL,6
36,1788,1,0,0,6,NULL,NULL
115,1325,1,0,0,7,NULL,NULL
235,2108,1,1,0,6,6,NULL
2305,2076,1,1,0,28,17,NULL
248,552,1,0,0,6,NULL,NULL
959,960,6,0,1,42,NULL,8
1460,1813,1,0,0,7,NULL,NULL
293,635,1,0,0,6,NULL,NULL
1433,1248,3,1,1,22,6,6
329,1849,3,0,0,19,NULL,NULL
2303,1736,3,0,0,19,NULL,NULL
1558,689,1,0,0,6,NULL,NULL
439,1850,2,0,0,12,NULL,NULL
2051,1409,1,0,0,7,NULL,NULL
1556,1136,1,0,0,6,NULL,NULL
77,1740,1,1,0,9,8,NULL
2056,2274,1,0,1,6,NULL,6
1507,1838,3,0,1,19,NULL,6
1809,874,1,0,0,6,NULL,NULL
1179,1583,1,0,0,7,NULL,NULL
865,589,1,0,0,6,NULL,NULL
1016,64,1,0,0,6,NULL,NULL
1677,337,1,0,0,7,NULL,NULL
67,537,6,1,4,128,10,89
246,1998,1,0,0,6,NULL,NULL
2032,1787,1,0,0,7,NULL,NULL
420,230,3,0,0,20,NULL,NULL
561,1817,2,0,1,14,NULL,6
1671,2076,1,0,0,6,NULL,NULL
391,2110,1,1,0,58,53,NULL
1406,1971,1,1,0,19,19,NULL
1661,89,2,0,1,14,NULL,6
555,1134,1,0,1,20,NULL,20
1227,327,1,0,0,6,NULL,NULL
2076,2032,1,0,0,8,NULL,NULL
1225,1172,1,0,1,6,NULL,6
246,604,1,1,0,6,6,NULL
396,536,1,1,0,8,8,NULL
1849,1409,7,1,0,44,6,NULL
2000,2092,1,0,1,8,NULL,6
17,849,1,0,0,6,NULL,NULL
1739,1176,1,0,0,6,NULL,NULL
1410,682,6,2,3,54,16,22
1870,295,1,0,0,6,NULL,NULL
1748,1748,123,54,71,4387,1590,1782
2119,1723,1,0,0,6,NULL,NULL
704,246,1,0,1,10,NULL,9
1448,871,28,4,3,236,30,38
1248,633,3,2,1,73,39,7
1184,1217,1,0,0,6,NULL,NULL
80,32,1,0,0,6,NULL,NULL
2084,1243,1,0,1,7,NULL,7
677,262,1,0,0,7,NULL,NULL
319,254,1,1,0,6,6,NULL
251,135,1,1,0,10,9,NULL
1163,725,1,0,0,6,NULL,NULL
17,1845,1,0,1,6,NULL,6
1703,1977,2,0,1,24,NULL,10
2152,2152,135,64,51,2190,972,528
1437,1167,1,0,0,6,NULL,NULL
2056,439,2,0,0,13,NULL,NULL
1870,1291,1,0,0,6,NULL,NULL
1228,646,1,0,0,7,NULL,NULL
1813,1583,1,0,1,8,NULL,7
1422,1435,13,11,12,457,160,260
385,431,1,0,0,6,NULL,NULL
1576,682,1,1,0,7,7,NULL
1785,1807,1,0,0,11,NULL,NULL
257,417,1,0,0,6,NULL,NULL
902,937,1,1,1,27,17,10
66,1535,10,2,7,246,97,102
226,1848,1,1,0,9,8,NULL
257,629,7,4,5,334,125,154
2119,1142,1,0,0,7,NULL,NULL
264,1410,1,0,1,7,NULL,6
18,1168,1,0,0,6,NULL,NULL
641,2271,1,1,0,7,6,NULL
1996,550,2,0,0,21,NULL,NULL
233,348,1,0,0,7,NULL,NULL
1114,1144,1,1,0,7,7,NULL
1492,904,1,0,1,7,NULL,6
1781,2280,1,0,0,6,NULL,NULL
1519,974,1,1,0,7,6,NULL
1735,1492,1,0,0,8,NULL,NULL
850,1882,1,0,0,8,NULL,NULL
1817,91,1,0,0,6,NULL,NULL
1565,1785,1,0,0,6,NULL,NULL
1141,1002,1,0,0,6,NULL,NULL
1565,1393,1,0,1,6,NULL,6
295,1791,1,0,0,11,NULL,NULL
1431,1881,1,1,1,23,12,7
1122,143,1,0,0,6,NULL,NULL
104,101,1,0,0,6,NULL,NULL
1817,1714,1,0,0,7,NULL,NULL
1223,1828,2,1,0,13,6,NULL
854,1801,1,0,0,7,NULL,NULL
1868,1140,1,0,0,6,NULL,NULL
1155,283,1,0,0,7,NULL,NULL
864,1163,3,1,0,21,7,NULL
984,1159,2,0,1,30,NULL,19
2076,37,2,0,0,12,NULL,NULL
612,1870,5,2,2,59,15,19
688,1023,1,0,1,8,NULL,6
17,2063,1,0,0,7,NULL,NULL
1545,227,6,2,4,49,12,33
393,481,2,0,0,13,NULL,NULL
844,836,4,2,1,59,23,19
1119,1119,50,34,24,1550,611,789
718,1162,2,0,1,14,NULL,8
1266,2252,1,0,0,6,NULL,NULL
1448,2294,1,0,0,8,NULL,NULL
1273,2003,1,1,0,6,6,NULL
641,348,1,0,0,7,NULL,NULL
1208,1564,1,0,0,6,NULL,NULL
1523,2267,1,0,0,7,NULL,NULL
1564,1833,1,0,0,6,NULL,NULL
546,262,3,2,0,27,20,NULL
240,1413,2,0,1,13,NULL,6
1401,2017,1,1,0,10,8,NULL
1314,1142,1,0,0,6,NULL,NULL
1547,553,1,0,0,6,NULL,NULL
2056,1138,1,0,0,6,NULL,NULL
1217,1426,1,1,0,6,6,NULL
972,2098,1,0,0,7,NULL,NULL
1424,1455,1,1,0,9,8,NULL
577,537,1,0,0,9,NULL,NULL
277,2076,2,0,0,12,NULL,NULL
1013,1449,2,0,0,14,NULL,NULL
1223,583,1,0,0,6,NULL,NULL
2107,564,1,0,0,6,NULL,NULL
843,1848,4,4,3,107,50,41
1752,1739,1,0,0,6,NULL,NULL
877,1013,2,0,0,20,NULL,NULL
1609,287,1,0,0,6,NULL,NULL
1495,871,1,0,0,6,NULL,NULL
348,49,1,0,0,8,NULL,NULL
555,1724,2,0,2,45,NULL,40
998,1849,1,0,0,6,NULL,NULL
235,262,1,0,1,7,NULL,6
1216,1817,7,4,1,87,52,6
1817,1179,1,0,0,6,NULL,NULL
1159,984,3,0,2,34,NULL,22
1786,277,1,0,0,6,NULL,NULL
2032,1833,2,0,1,14,NULL,6
1016,946,1,0,0,6,NULL,NULL
1233,449,1,0,0,6,NULL,NULL
2020,293,1,0,0,6,NULL,NULL
123,290,1,0,0,6,NULL,NULL
297,1021,1,1,1,43,22,21
2139,256,1,0,0,6,NULL,NULL
974,131,1,0,1,20,NULL,20
355,43,1,0,0,6,NULL,NULL
227,2256,1,1,0,7,7,NULL
1794,2110,2,0,0,22,NULL,NULL
2253,1699,1,1,1,39,12,24
1720,836,1,0,0,6,NULL,NULL
2280,867,1,0,0,7,NULL,NULL
1719,1413,1,0,0,6,NULL,NULL
1410,67,3,1,3,71,15,43
1176,240,2,0,0,12,NULL,NULL
2096,651,2,0,0,14,NULL,NULL
1435,558,8,6,2,101,66,21
875,550,1,0,0,6,NULL,NULL
1487,240,1,0,1,8,NULL,8
2149,543,1,0,0,6,NULL,NULL
1870,261,1,0,0,7,NULL,NULL
858,2287,29,5,6,461,105,131
1464,1804,1,0,0,6,NULL,NULL
1422,405,1,0,0,6,NULL,NULL
135,233,1,0,0,6,NULL,NULL
633,92,8,2,5,154,32,63
1433,115,1,0,0,7,NULL,NULL
229,292,1,1,0,7,7,NULL
1545,682,1,0,1,8,NULL,8
716,1466,2,0,1,12,NULL,6
1721,1464,8,4,3,188,79,76
409,1173,1,0,0,6,NULL,NULL
1180,580,2,1,1,33,13,10
1979,1964,1,0,0,6,NULL,NULL
999,668,1,0,1,9,NULL,7
364,515,1,0,0,7,NULL,NULL
544,1788,1,0,1,6,NULL,6
20,1205,1,0,0,7,NULL,NULL
959,319,3,1,1,21,6,7
1246,1435,2,1,1,78,8,20
1119,844,1,0,0,7,NULL,NULL
549,549,17,15,2,292,213,34
1666,519,1,0,0,7,NULL,NULL
355,1878,1,0,0,7,NULL,NULL
2131,653,1,1,0,6,6,NULL
866,104,2,0,1,38,NULL,30
2122,1813,1,0,0,6,NULL,NULL
712,1547,1,0,0,6,NULL,NULL
1137,545,1,1,0,23,23,NULL
319,429,20,7,5,224,73,39
1702,1710,1,1,1,52,18,25
1023,1547,5,3,0,90,34,NULL
417,1824,1,1,0,7,6,NULL
481,1217,4,3,4,178,68,91
248,836,5,0,2,45,NULL,13
2028,337,1,0,0,6,NULL,NULL
2273,661,12,3,4,142,27,46
2273,269,6,2,2,132,59,27
877,624,5,0,1,39,NULL,9
1834,1274,1,0,0,9,NULL,NULL
1838,1983,1,0,0,9,NULL,NULL
1820,1858,1,0,1,9,NULL,6
19,580,1,0,1,7,NULL,6
227,241,1,0,0,6,NULL,NULL
1214,953,1,0,0,7,NULL,NULL
1845,357,1,1,0,9,7,NULL
1721,256,3,1,1,25,6,7
2118,2263,1,1,0,26,26,NULL
319,664,1,1,1,39,11,25
1523,1274,2,1,1,29,6,11
419,2267,1,0,0,6,NULL,NULL
816,682,3,1,0,18,6,NULL
101,1274,10,4,2,133,42,46
346,1598,1,0,0,6,NULL,NULL
1442,1786,1,1,1,22,9,8
1731,543,12,4,8,245,54,92
101,2293,3,0,1,22,NULL,6
67,1731,1,0,0,6,NULL,NULL
1735,250,5,2,2,58,17,14
569,1721,1,0,0,7,NULL,NULL
2067,241,1,0,1,6,NULL,6
1735,2265,3,1,0,19,6,NULL
396,1833,2,0,0,15,NULL,NULL
1440,1735,1,0,0,8,NULL,NULL
2096,1435,1,0,0,7,NULL,NULL
258,1721,2,1,0,12,6,NULL
429,1558,1,0,0,8,NULL,NULL
2258,1828,2,1,0,47,29,NULL
77,1246,1,1,1,17,6,10
20,871,1,0,1,7,NULL,7
1140,910,3,1,0,24,6,NULL
1216,481,1,0,0,6,NULL,NULL
1453,91,1,0,0,6,NULL,NULL
280,1422,1,1,0,6,6,NULL
37,2128,1,0,0,7,NULL,NULL
546,1551,1,0,0,6,NULL,NULL
1325,2092,1,0,0,6,NULL,NULL
1721,689,1,1,0,12,6,NULL
970,711,1,0,0,12,NULL,NULL
233,2244,5,4,2,54,29,18
1014,1159,1,0,0,6,NULL,NULL
1848,1137,1,0,0,7,NULL,NULL
2056,1794,1,1,0,6,6,NULL
229,1747,2,2,0,24,24,NULL
2070,2000,1,0,0,6,NULL,NULL
2056,612,1,1,0,6,6,NULL
1014,1551,1,0,0,6,NULL,NULL
86,1145,7,1,5,168,13,76
1218,1528,3,2,2,82,31,23
612,992,1,0,0,6,NULL,NULL
319,653,4,0,1,25,NULL,6
355,871,1,0,0,8,NULL,NULL
1838,2035,1,0,0,6,NULL,NULL
1517,1731,1,0,0,6,NULL,NULL
1985,1136,1,1,1,18,8,7
1448,629,2,0,0,12,NULL,NULL
1551,2270,2,0,0,17,NULL,NULL
1710,836,1,1,0,8,8,NULL
338,1466,1,0,1,9,NULL,6
2020,580,1,0,0,6,NULL,NULL
662,1227,1,0,0,6,NULL,NULL
246,439,2,0,0,26,NULL,NULL
582,561,1,0,0,6,NULL,NULL
1791,261,1,0,1,6,NULL,6
2023,409,1,0,0,6,NULL,NULL
1600,1731,1,0,0,7,NULL,NULL
4,1401,1,0,0,6,NULL,NULL
2000,1426,1,0,0,6,NULL,NULL
1225,2066,1,0,0,6,NULL,NULL
862,2281,1,0,0,12,NULL,NULL
712,420,1,0,0,6,NULL,NULL
1172,2025,2,1,1,13,7,6
561,1503,1,1,1,39,22,10
1030,1413,1,0,0,6,NULL,NULL
1580,562,1,0,1,6,NULL,6
2271,1438,2,0,0,12,NULL,NULL
2294,2121,1,0,0,6,NULL,NULL
233,850,1,0,0,6,NULL,NULL
56,64,7,6,3,232,110,85
1555,1820,1,1,0,7,7,NULL
665,1454,1,0,0,6,NULL,NULL
830,1567,1,0,1,7,NULL,6
1436,2103,1,0,0,6,NULL,NULL
385,1145,3,0,0,54,NULL,NULL
1736,329,2,0,0,12,NULL,NULL
2270,1448,2,0,0,13,NULL,NULL
2271,18,1,0,0,6,NULL,NULL
1290,553,1,0,0,6,NULL,NULL
520,1611,1,1,0,7,6,NULL
1017,1589,8,4,4,176,49,61
319,1492,12,5,6,193,93,63
2280,1735,2,0,0,22,NULL,NULL
703,1119,2,0,0,18,NULL,NULL
1141,2108,2,2,1,72,59,10
1223,409,1,0,0,7,NULL,NULL
1783,1843,1,0,0,6,NULL,NULL
105,624,3,0,0,18,NULL,NULL
1535,1833,1,0,1,6,NULL,6
835,1679,1,1,0,25,22,NULL
1170,557,1,1,0,8,6,NULL
2263,604,1,0,0,6,NULL,NULL
680,1509,1,0,0,7,NULL,NULL
1565,2287,3,0,0,19,NULL,NULL
848,37,15,4,6,196,42,66
561,295,1,0,1,6,NULL,6
2068,1136,1,1,1,229,117,94
867,959,1,0,0,6,NULL,NULL
1679,80,1,0,1,18,NULL,13
2275,541,1,0,0,8,NULL,NULL
2267,915,1,0,1,6,NULL,6
393,1163,1,0,0,12,NULL,NULL
1530,1163,1,0,0,6,NULL,NULL
1824,1257,7,1,2,57,8,18
3,1781,1,1,0,6,6,NULL
1878,1205,3,1,1,60,21,14
1849,915,1,0,1,6,NULL,6
1216,879,3,0,2,25,NULL,17
970,1155,1,0,0,6,NULL,NULL
537,2067,1,0,1,7,NULL,6
1783,2287,1,0,1,11,NULL,10
2293,1459,1,0,0,6,NULL,NULL
2301,1503,1,0,1,6,NULL,6
2267,340,1,0,0,6,NULL,NULL
666,966,1,0,0,12,NULL,NULL
1708,396,1,0,0,9,NULL,NULL
1176,138,12,2,3,102,17,23
2103,2103,70,44,38,1761,807,756
1993,582,1,0,0,7,NULL,NULL
2086,869,1,0,1,12,NULL,10
839,585,1,0,0,6,NULL,NULL
6,2134,1,0,0,6,NULL,NULL
1714,1156,3,0,0,40,NULL,NULL
583,551,1,0,0,7,NULL,NULL
2295,328,1,0,0,7,NULL,NULL
641,1600,1,0,0,6,NULL,NULL
2002,1718,7,2,2,108,17,24
871,1482,1,0,0,6,NULL,NULL
1013,2303,1,0,0,7,NULL,NULL
556,2070,1,0,0,7,NULL,NULL
70,2131,1,0,1,6,NULL,6
923,1164,1,1,0,6,6,NULL
104,1459,1,0,0,6,NULL,NULL
2056,830,1,1,0,29,28,NULL
1431,1121,1,0,0,6,NULL,NULL
2031,2085,1,0,1,7,NULL,7
1394,1317,1,1,1,76,37,36
1487,2096,2,1,0,14,7,NULL
1325,2121,1,0,0,6,NULL,NULL
2128,2076,5,0,4,47,NULL,31
106,328,2,2,1,42,20,11
1833,631,1,0,0,6,NULL,NULL
1409,240,6,0,0,40,NULL,NULL
1791,546,1,0,1,23,NULL,16
2,1804,1,0,1,15,NULL,10
77,1033,1,0,0,7,NULL,NULL
2300,1449,1,0,0,6,NULL,NULL
688,98,2,0,0,12,NULL,NULL
1843,1834,15,2,7,226,27,126
2267,1409,4,0,1,38,NULL,7
556,583,1,0,0,6,NULL,NULL
1246,974,2,1,2,51,18,24
